title,href,quantity,rating,price,oldPrice,savingText,category_1,category_2,category_3,price per 100
Primeur Early Potatoes,/en/food/fruit-vegetables/root-vegetables/potatoes/primeur-early-potatoes/p/5602028,1500 g,1.0,1.95,3.95,50%,fruit-vegetables,root-vegetables,potatoes,0.13
Prix Garantie celery root ca. 800g,/en/food/fruit-vegetables/root-vegetables/celeriac-kohlrabi/prix-garantie-celery-root-ca/p/6495966,800g,0.0,2.0,,,fruit-vegetables,root-vegetables,celeriac-kohlrabi,0.25
Prix Garantie Karotten,/en/food/fruit-vegetables/root-vegetables/carrots-parsnips/prix-garantie-karotten/p/3461945,2000 g,4.5,3.6,,,fruit-vegetables,root-vegetables,carrots-parsnips,0.18
Prix Garantie Potatoes,/en/food/fruit-vegetables/root-vegetables/potatoes/prix-garantie-potatoes/p/6575615,3500 g,3.5,2.95,,,fruit-vegetables,root-vegetables,potatoes,0.08
Prix Garantie Sweet Potatoes,/en/food/fruit-vegetables/root-vegetables/potatoes/prix-garantie-sweet-potatoes/p/6884216,1000 g,0.0,1.95,,,fruit-vegetables,root-vegetables,potatoes,0.19
Ünique Firm Potatoes 1kg,/en/food/fruit-vegetables/root-vegetables/potatoes/uenique-firm-potatoes/p/4967441,1000 g,4.5,0.8,,,fruit-vegetables,root-vegetables,potatoes,0.08
Betty Bossi Kale,/en/food/fruit-vegetables/cabbage/brussel-sprouts-cabbage/betty-bossi-kale/p/4926834,200g,4.5,4.5,,,fruit-vegetables,cabbage,brussel-sprouts-cabbage,2.25
Betty Bossi Naturaplan Organic Chopped White Cabbage,/en/food/fruit-vegetables/cabbage/brussel-sprouts-cabbage/betty-bossi-naturaplan-organic-chopped-white-cabbage/p/3388961,200g,4.5,1.95,,,fruit-vegetables,cabbage,brussel-sprouts-cabbage,0.97
Betty Bossi Naturaplan Organic Cooked Red Cabbage,/en/food/fruit-vegetables/cabbage/sauerkraut-red-cabbage/betty-bossi-naturaplan-organic-cooked-red-cabbage/p/3491277,250g,5.0,2.5,,,fruit-vegetables,cabbage,sauerkraut-red-cabbage,1.0
Betty Bossi Naturaplan Organic Cooked Sauerkraut,/en/food/fruit-vegetables/cabbage/sauerkraut-red-cabbage/betty-bossi-naturaplan-organic-cooked-sauerkraut/p/3388951,250g,4.5,2.2,,,fruit-vegetables,cabbage,sauerkraut-red-cabbage,0.88
Betty Bossi Naturaplan Organic Raw Sauerkraut with Juniper Berries,/en/food/fruit-vegetables/cabbage/sauerkraut-red-cabbage/betty-bossi-naturaplan-organic-raw-sauerkraut-with-juniper-berries/p/3625035,500g,4.0,2.4,,,fruit-vegetables,cabbage,sauerkraut-red-cabbage,0.48
Broccoli & Cauliflower,/en/food/fruit-vegetables/cabbage/broccoli-cauliflower/broccoli-cauliflower/p/4227197,400g,4.0,3.95,,,fruit-vegetables,cabbage,broccoli-cauliflower,0.99
Broccoli ca. 500g,/en/food/fruit-vegetables/cabbage/broccoli-cauliflower/broccoli-ca/p/6675160,500g,4.0,2.6,,,fruit-vegetables,cabbage,broccoli-cauliflower,0.52
Cauliflower ca. 1kg,/en/food/fruit-vegetables/cabbage/broccoli-cauliflower/cauliflower-ca/p/6675215,1000 g,4.5,4.5,,,fruit-vegetables,cabbage,broccoli-cauliflower,0.45
Chinese Cabbage ca. 600g,/en/food/fruit-vegetables/cabbage/brussel-sprouts-cabbage/chinese-cabbage-ca/p/5699549,600g,3.5,2.35,,,fruit-vegetables,cabbage,brussel-sprouts-cabbage,0.39
Naturaplan organic broccoli ca. 500g,/en/food/fruit-vegetables/cabbage/broccoli-cauliflower/naturaplan-organic-broccoli-ca/p/6471085,500g,4.0,4.5,,,fruit-vegetables,cabbage,broccoli-cauliflower,0.9
Naturaplan Organic Cauliflower ca. 1kg,/en/food/fruit-vegetables/cabbage/broccoli-cauliflower/naturaplan-organic-cauliflower-ca/p/6471640,1000 g,4.5,8.2,,,fruit-vegetables,cabbage,broccoli-cauliflower,0.82
Naturaplan organic red cabbage,/en/food/fruit-vegetables/cabbage/sauerkraut-red-cabbage/naturaplan-organic-red-cabbage/p/6650171,400g,0.0,2.95,,,fruit-vegetables,cabbage,sauerkraut-red-cabbage,0.74
Naturaplan Organic Sauerkraut,/en/food/fruit-vegetables/cabbage/sauerkraut-red-cabbage/naturaplan-organic-sauerkraut/p/6119260,475g,5.0,3.3,,,fruit-vegetables,cabbage,sauerkraut-red-cabbage,0.69
Naturaplan organic white cabbage approx. 1kg,/en/food/fruit-vegetables/cabbage/brussel-sprouts-cabbage/naturaplan-organic-white-cabbage-approx/p/3396897,1000 g,4.5,5.6,,,fruit-vegetables,cabbage,brussel-sprouts-cabbage,0.56
Pointed cabbage approx. 500g,/en/food/fruit-vegetables/salads/leaf-lettuce/pointed-cabbage-approx/p/3091501,500g,5.0,2.0,,,fruit-vegetables,salads,leaf-lettuce,0.4
Prix Garantie Broccoli,/en/food/fruit-vegetables/cabbage/broccoli-cauliflower/prix-garantie-broccoli/p/3690689,750g,4.5,3.3,,,fruit-vegetables,cabbage,broccoli-cauliflower,0.44
Prix Garantie Broccoli,/en/food/fruit-vegetables/cabbage/broccoli-cauliflower/prix-garantie-broccoli/p/6691537,750g,0.0,3.3,,,fruit-vegetables,cabbage,broccoli-cauliflower,0.44
Prix Garantie Cauliflower,/en/food/fruit-vegetables/cabbage/broccoli-cauliflower/prix-garantie-cauliflower/p/6499543,1PCE,4.5,3.95,,,fruit-vegetables,cabbage,broccoli-cauliflower,3.95
Prix Garantie raw sauerkraut,/en/food/fruit-vegetables/cabbage/sauerkraut-red-cabbage/prix-garantie-raw-sauerkraut/p/6764726,1000g,5.0,2.95,,,fruit-vegetables,cabbage,sauerkraut-red-cabbage,0.3
Prix Garantie white cabbage approx. 1kg,/en/food/fruit-vegetables/cabbage/brussel-sprouts-cabbage/prix-garantie-white-cabbage-approx/p/6495909,1000 g,5.0,2.5,,,fruit-vegetables,cabbage,brussel-sprouts-cabbage,0.25
Romanesco Broccoli ca. 1kg,/en/food/fruit-vegetables/cabbage/broccoli-cauliflower/romanesco-broccoli-ca/p/6674833,1000 g,4.5,5.95,,,fruit-vegetables,cabbage,broccoli-cauliflower,0.6
Schöni Bernese Cabbage Salad,/en/food/fruit-vegetables/cabbage/sauerkraut-red-cabbage/schoeni-bernese-cabbage-salad/p/6338190,500g,4.5,2.3,,,fruit-vegetables,cabbage,sauerkraut-red-cabbage,0.46
Schöni Cooked Red Cabbage,/en/food/fruit-vegetables/cabbage/sauerkraut-red-cabbage/schoeni-cooked-red-cabbage/p/3489655,500g,5.0,2.95,,,fruit-vegetables,cabbage,sauerkraut-red-cabbage,0.59
Schöni Cooked Sauerkraut,/en/food/fruit-vegetables/cabbage/sauerkraut-red-cabbage/schoeni-cooked-sauerkraut/p/3090600,500g,4.5,3.2,,,fruit-vegetables,cabbage,sauerkraut-red-cabbage,0.64
Schöni Raw Sauerkraut,/en/food/fruit-vegetables/cabbage/sauerkraut-red-cabbage/schoeni-raw-sauerkraut/p/3091461,500g,5.0,2.8,,,fruit-vegetables,cabbage,sauerkraut-red-cabbage,0.56
Schöni Raw Turnips Pure,/en/food/fruit-vegetables/cabbage/sauerkraut-red-cabbage/schoeni-raw-turnips-pure/p/3091369,500g,5.0,3.2,,,fruit-vegetables,cabbage,sauerkraut-red-cabbage,0.64
Schöni Swiss Mix Cooked Sauerkraut,/en/food/fruit-vegetables/cabbage/sauerkraut-red-cabbage/schoeni-swiss-mix-cooked-sauerkraut/p/3090601,500g,4.5,3.75,,,fruit-vegetables,cabbage,sauerkraut-red-cabbage,0.75
Spargel Broccoli BIMI,/en/food/fruit-vegetables/cabbage/broccoli-cauliflower/spargel-broccoli-bimi/p/7003348,200g,0.0,4.95,,,fruit-vegetables,cabbage,broccoli-cauliflower,2.48
Avocado piece,/en/food/fruit-vegetables/salad-vegetables/avocadoes/avocado-piece/p/6869110,1PCE,2.5,1.6,,,fruit-vegetables,salad-vegetables,avocadoes,1.6
Beef Tomatoes 5 Pieces ca. 1kg,/en/food/fruit-vegetables/salad-vegetables/tomatoes/beef-tomatoes-5-pieces-ca/p/3090893,1000 g,4.5,4.95,,,fruit-vegetables,salad-vegetables,tomatoes,0.5
Cherry Tomatoes on the Vine ca. 500g,/en/food/fruit-vegetables/salad-vegetables/tomatoes/cherry-tomatoes-on-the-vine-ca/p/3090581,500g,4.5,3.95,,,fruit-vegetables,salad-vegetables,tomatoes,0.79
Cucumber 1 Piece,/en/food/fruit-vegetables/salad-vegetables/cucumbers/cucumber-1-piece/p/3090897,1PCE,4.5,1.95,,,fruit-vegetables,salad-vegetables,cucumbers,1.95
Fairtrade Avocado,/en/food/fruit-vegetables/salad-vegetables/avocadoes/fairtrade-avocado/p/6800953,1PCE,5.0,1.6,,,fruit-vegetables,salad-vegetables,avocadoes,1.6
Fine Food Amela Tomatoes,/en/food/fruit-vegetables/salad-vegetables/tomatoes/fine-food-amela-tomatoes/p/6315512,280g,4.5,8.95,,,fruit-vegetables,salad-vegetables,tomatoes,3.2
Fine Food Red Desire Tomatoes,/en/food/fruit-vegetables/salad-vegetables/tomatoes/fine-food-red-desire-tomatoes/p/6136483,250g,5.0,6.95,,,fruit-vegetables,salad-vegetables,tomatoes,2.78
Fragolino Tomatoes,/en/food/fruit-vegetables/salad-vegetables/tomatoes/fragolino-tomatoes/p/3819149,250g,5.0,3.95,,,fruit-vegetables,salad-vegetables,tomatoes,1.58
Mini Grilling Peppers,/en/food/fruit-vegetables/salad-vegetables/peppers/mini-grilling-peppers/p/5836977,350g,5.0,4.95,,,fruit-vegetables,salad-vegetables,peppers,1.41
Naturaplan Demeter Organic Nostrani Cucumber 1 Piece,/en/food/fruit-vegetables/salad-vegetables/cucumbers/naturaplan-demeter-organic-nostrani-cucumber-1-piece/p/6156882,1PCE,3.5,2.95,,,fruit-vegetables,salad-vegetables,cucumbers,2.95
Naturaplan Organic Assorted Cherry Tomatoes,/en/food/fruit-vegetables/salad-vegetables/tomatoes/naturaplan-organic-assorted-cherry-tomatoes/p/5876441,350g,4.0,4.7,,,fruit-vegetables,salad-vegetables,tomatoes,1.34
Naturaplan Organic Avocado 1 Piece,/en/food/fruit-vegetables/salad-vegetables/avocadoes/naturaplan-organic-avocado-1-piece/p/3465933,1PCE,4.0,1.9,,,fruit-vegetables,salad-vegetables,avocadoes,1.9
Naturaplan Organic Coloured Bell Peppers,/en/food/fruit-vegetables/salad-vegetables/peppers/naturaplan-organic-coloured-bell-peppers/p/3853853,500g,4.5,3.6,,,fruit-vegetables,salad-vegetables,peppers,0.72
Naturaplan Organic Cucumber 1 Piece,/en/food/fruit-vegetables/salad-vegetables/cucumbers/naturaplan-organic-cucumber-1-piece/p/3091105,1PCE,4.5,2.95,,,fruit-vegetables,salad-vegetables,cucumbers,2.95
Naturaplan Organic Radish 1 Bunch,/en/food/fruit-vegetables/salad-vegetables/radishes/naturaplan-organic-radish-1-bunch/p/3091038,150g,4.5,2.95,,,fruit-vegetables,salad-vegetables,radishes,1.97
Naturaplan Organic Tomatoes on the Vine ca. 600g,/en/food/fruit-vegetables/salad-vegetables/tomatoes/naturaplan-organic-tomatoes-on-the-vine-ca/p/5683617,600g,4.0,4.95,,,fruit-vegetables,salad-vegetables,tomatoes,0.83
Naturaplan Organic White Radish 1PCE,/en/food/fruit-vegetables/salad-vegetables/radishes/naturaplan-organic-white-radish/p/3090590,1PCE,4.0,3.2,,,fruit-vegetables,salad-vegetables,radishes,3.2
Padron Peperoni 250g,/en/food/fruit-vegetables/salad-vegetables/peppers/padron-peperoni/p/3435787,250g,5.0,2.25,,,fruit-vegetables,salad-vegetables,peppers,0.9
Peperoni farbig,/en/food/fruit-vegetables/salad-vegetables/peppers/peperoni-farbig/p/6402987,450g,0.0,4.8,,,fruit-vegetables,salad-vegetables,peppers,1.07
Peperoni Snacks,/en/food/fruit-vegetables/salad-vegetables/peppers/peperoni-snacks/p/6293637,150g,5.0,2.95,,,fruit-vegetables,salad-vegetables,peppers,1.97
Pickle Snacks,/en/food/fruit-vegetables/salad-vegetables/cucumbers/pickle-snacks/p/6293670,250g,4.0,2.95,,,fruit-vegetables,salad-vegetables,cucumbers,1.18
Primagusto cherry tomatoes mix,/en/food/fruit-vegetables/salad-vegetables/tomatoes/primagusto-cherry-tomatoes-mix/p/6767609,750g,2.5,7.95,,,fruit-vegetables,salad-vegetables,tomatoes,1.06
Primagusto Cherry Tomatoes on the Vine,/en/food/fruit-vegetables/salad-vegetables/tomatoes/primagusto-cherry-tomatoes-on-the-vine/p/4314963,300g,4.5,3.95,4.95,20%,fruit-vegetables,salad-vegetables,tomatoes,1.32
Primagusto Tomaten Lycotom,/en/food/fruit-vegetables/salad-vegetables/tomatoes/primagusto-tomaten-lycotom/p/6840739,550g,0.0,3.95,,,fruit-vegetables,salad-vegetables,tomatoes,0.72
Prix Garantie Avocado,/en/food/fruit-vegetables/salad-vegetables/avocadoes/prix-garantie-avocado/p/7020453,500g,5.0,1.8,,,fruit-vegetables,salad-vegetables,avocadoes,0.36
Prix Garantie Coloured Peppers,/en/food/fruit-vegetables/salad-vegetables/peppers/prix-garantie-coloured-peppers/p/6661619,500g,4.0,1.6,,,fruit-vegetables,salad-vegetables,peppers,0.32
Prix Garantie Cucumbers 2 Pieces,/en/food/fruit-vegetables/salad-vegetables/cucumbers/prix-garantie-cucumbers-2-pieces/p/6478135,2PCE,4.5,2.95,,,fruit-vegetables,salad-vegetables,cucumbers,1.48
Prix Garantie Perla Tomatoes,/en/food/fruit-vegetables/salad-vegetables/tomatoes/prix-garantie-perla-tomatoes/p/4018506,500g,4.5,3.6,,,fruit-vegetables,salad-vegetables,tomatoes,0.72
Prix Garantie Radieschen Bund,/en/food/fruit-vegetables/salad-vegetables/radishes/prix-garantie-radieschen-bund/p/6497928,1Bd,4.0,1.5,,,fruit-vegetables,salad-vegetables,radishes,
Prix Garantie Tomaten,/en/food/fruit-vegetables/salad-vegetables/tomatoes/prix-garantie-tomaten/p/6485933,1000g,3.5,3.3,,,fruit-vegetables,salad-vegetables,tomatoes,0.33
Radish Snacks,/en/food/fruit-vegetables/salad-vegetables/radishes/radish-snacks/p/6293661,250g,4.0,2.95,,,fruit-vegetables,salad-vegetables,radishes,1.18
Red Bell Pepper 1 Piece ca. 250g,/en/food/fruit-vegetables/salad-vegetables/peppers/red-bell-pepper-1-piece-ca/p/3090903,250g,4.5,1.1,,,fruit-vegetables,salad-vegetables,peppers,0.44
Snack Gurken,/en/food/fruit-vegetables/salad-vegetables/cucumbers/snack-gurken/p/5648071,2500 g,0.0,30.0,,,fruit-vegetables,salad-vegetables,cucumbers,1.2
Snack Peperoni 2kg PLU 536,/en/food/fruit-vegetables/salad-vegetables/peppers/snack-peperoni-2kg-plu-536/p/5648021,2000 g,0.0,28.0,,,fruit-vegetables,salad-vegetables,peppers,1.4
Tomatoes on the Vine ca. 500g,/en/food/fruit-vegetables/salad-vegetables/tomatoes/tomatoes-on-the-vine-ca/p/3090149,500g,4.0,2.0,,,fruit-vegetables,salad-vegetables,tomatoes,0.4
Tomatos Mix ca. 500g,/en/food/fruit-vegetables/salad-vegetables/tomatoes/tomatos-mix-ca/p/5616815,500g,0.0,3.75,,,fruit-vegetables,salad-vegetables,tomatoes,0.75
Toscanella Tomatoes,/en/food/fruit-vegetables/salad-vegetables/tomatoes/toscanella-tomatoes/p/4489688,250g,5.0,3.95,,,fruit-vegetables,salad-vegetables,tomatoes,1.58
Ünique Bell Peppers ca. 1kg,/en/food/fruit-vegetables/salad-vegetables/peppers/uenique-bell-peppers-ca/p/4967037,1000 g,5.0,3.2,,,fruit-vegetables,salad-vegetables,peppers,0.32
White Radishes 1 Bunch,/en/food/fruit-vegetables/salad-vegetables/radishes/white-radishes-1-bunch/p/3150048,300g,4.5,2.95,,,fruit-vegetables,salad-vegetables,radishes,0.98
Yellow & orange peppers ca. 500g,/en/food/fruit-vegetables/salad-vegetables/peppers/yellow-orange-peppers-ca/p/6824674,500g,0.0,2.5,,,fruit-vegetables,salad-vegetables,peppers,0.5
Yoom Tomatoes,/en/food/fruit-vegetables/salad-vegetables/tomatoes/yoom-tomatoes/p/6752980,250g,5.0,3.95,,,fruit-vegetables,salad-vegetables,tomatoes,1.58
Baby Salat 3 Pieces,/en/food/fruit-vegetables/salads/leaf-lettuce/baby-salat-3-pieces/p/6627114,1PCE,4.0,4.5,,,fruit-vegetables,salads,leaf-lettuce,4.5
Betty Bossi Arugula,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-arugula/p/3895954,100g,4.5,2.95,,,fruit-vegetables,salads,cut-salads,2.95
Betty Bossi Butterhead Lettuce with Hearts,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-butterhead-lettuce-with-hearts/p/5756809,300g,0.0,4.95,6.5,23%,fruit-vegetables,salads,cut-salads,1.65
Betty Bossi Caesar Salad,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-caesar-salad/p/3391348,230g,4.5,5.95,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,2.59
Betty Bossi chicken curry salad,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-chicken-curry-salad/p/6638722,335g,5.0,4.95,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,1.48
Betty Bossi Cindarella Salad,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-cindarella-salad/p/6303848,250g,5.0,3.2,,,fruit-vegetables,salads,cut-salads,1.28
Betty Bossi classic macaroni salad,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-classic-macaroni-salad/p/6638719,325g,3.5,3.8,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,1.17
Betty Bossi Coleslaw Salad,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-coleslaw-salad/p/6638724,310g,0.0,3.95,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,1.27
Betty Bossi Coleslaw Tricolore,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-coleslaw-tricolore/p/6719196,250g,0.0,2.6,,,fruit-vegetables,salads,cut-salads,1.04
Betty Bossi Country Salad Shaker with French Salad Dressing,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-country-salad-shaker-with-french-salad-dressing/p/4448895,125g,4.0,2.95,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,2.36
Betty Bossi Delicate/Crispy Salad,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-delicatecrispy-salad/p/4936950,200g,4.5,4.2,,,fruit-vegetables,salads,cut-salads,2.1
Betty Bossi Elsa Salat,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-elsa-salat/p/6499458,300g,0.0,3.95,,,fruit-vegetables,salads,cut-salads,1.32
Betty Bossi Heart Head Lettuce,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-heart-head-lettuce/p/5756806,180g,4.5,3.95,,,fruit-vegetables,salads,cut-salads,2.19
Betty Bossi insalata tricolore,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-insalata-tricolore/p/6984842,215g,0.0,3.95,,,fruit-vegetables,salads,cut-salads,1.84
Betty Bossi Kopfsalat,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-kopfsalat/p/6736192,100g,0.0,3.2,,,fruit-vegetables,salads,cut-salads,3.2
Betty Bossi MH Fruchtsalat,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-mh-fruchtsalat/p/4624213,500g,0.0,6.4,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,1.28
Betty Bossi Mini Red Lettuce Leaves,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-mini-red-lettuce-leaves/p/4655212,150g,5.0,2.95,,,fruit-vegetables,salads,cut-salads,1.97
Betty Bossi Mixed Salad,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-mixed-salad/p/3388940,450g,4.0,4.2,,,fruit-vegetables,salads,cut-salads,0.93
Betty Bossi Naturaplan Organic Cooked Beet Salad,/en/food/fruit-vegetables/root-vegetables/beetroots/betty-bossi-naturaplan-organic-cooked-beet-salad/p/3388907,500g,4.5,2.4,,,fruit-vegetables,root-vegetables,beetroots,0.48
Betty Bossi Naturaplan Organic fresh leaf salad,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-naturaplan-organic-fresh-leaf-salad/p/4032298,200g,3.5,4.95,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,2.48
Betty Bossi Naturaplan Organic Garden Salad,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-naturaplan-organic-garden-salad/p/3432776,200g,5.0,3.7,,,fruit-vegetables,salads,cut-salads,1.85
Betty Bossi Naturaplan Organic Grated Celeriac,/en/food/fruit-vegetables/more-vegetables/prepared-vegetables/betty-bossi-naturaplan-organic-grated-celeriac/p/4909489,230g,4.0,2.95,,,fruit-vegetables,more-vegetables,prepared-vegetables,1.28
Betty Bossi Naturaplan Organic Mesclun Salad,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-naturaplan-organic-mesclun-salad/p/5793387,100g,4.5,4.5,,,fruit-vegetables,salads,cut-salads,4.5
Betty Bossi Naturaplan Organic Mixed Salad,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-naturaplan-organic-mixed-salad/p/4426050,100g,4.0,1.95,,,fruit-vegetables,salads,cut-salads,1.95
Betty Bossi Naturaplan Organic Red Root Vegetable Cubes,/en/food/fruit-vegetables/root-vegetables/beetroots/betty-bossi-naturaplan-organic-red-root-vegetable-cubes/p/4441686,400g,5.0,3.5,,,fruit-vegetables,root-vegetables,beetroots,0.88
Betty Bossi Naturaplan Organic Red Root Vegetable Sticks,/en/food/fruit-vegetables/root-vegetables/beetroots/betty-bossi-naturaplan-organic-red-root-vegetable-sticks/p/5610199,300g,4.5,2.8,,,fruit-vegetables,root-vegetables,beetroots,0.93
Betty Bossi Naturaplan Organic Sunny Salad,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-naturaplan-organic-sunny-salad/p/3865951,120g,4.5,2.8,,,fruit-vegetables,salads,cut-salads,2.33
Betty Bossi Naturaplan Organic Young Salad,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-naturaplan-organic-young-salad/p/4932672,90g,5.0,4.2,,,fruit-vegetables,salads,cut-salads,4.67
Betty Bossi Naturaplan Organic Young Spinach,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-naturaplan-organic-young-spinach/p/5793389,100g,5.0,3.6,,,fruit-vegetables,salads,cut-salads,3.6
Betty Bossi Pasta & Pesto Salad,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-pasta-pesto-salad/p/6638726,280g,1.0,4.5,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,1.61
Betty Bossi Potato & Cucumber,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-potato-cucumber/p/6881616,190g,4.5,3.4,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,1.79
Betty Bossi potato salad,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-potato-salad/p/6638720,340g,4.0,2.95,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,0.87
Betty Bossi Rainbow Sommer-Salad,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-rainbow-sommer-salad/p/6881124,200g,0.0,4.95,,,fruit-vegetables,salads,cut-salads,2.48
Betty Bossi sausage & cheese salad,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-sausage-cheese-salad/p/6638721,330g,2.5,5.4,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,1.64
Betty Bossi Scarole & Red Endive Salad,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-scarole-red-endive-salad/p/4680604,180g,4.5,2.8,,,fruit-vegetables,salads,cut-salads,1.56
Betty Bossi Sommergruss,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-sommergruss/p/4307359,250g,5.0,4.5,,,fruit-vegetables,salads,cut-salads,1.8
Betty Bossi tabbouleh salad,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-tabbouleh-salad/p/6638599,260g,0.0,4.95,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,1.9
Betty Bossi tabbouleh with chicken,/en/food/ready-made-meals/fresh-ready-made-meals/ready-to-eat-salads/betty-bossi-tabbouleh-with-chicken/p/6638717,255g,0.0,4.95,,,ready-made-meals,fresh-ready-made-meals,ready-to-eat-salads,1.94
Betty Bossi Young Salad,/en/food/fruit-vegetables/salads/cut-salads/betty-bossi-young-salad/p/3388929,100g,4.5,3.95,,,fruit-vegetables,salads,cut-salads,3.95
